p	q	r	Mag Yaw
-0.80	1.99	-3.72	109.27
-0.78	1.70	-0.91	109.27
-0.76	1.51	0.91	109.27
-0.76	1.39	2.10	109.27
-0.75	1.31	2.87	109.27
-0.75	1.26	3.37	109.27
-0.82	1.04	3.28	82.21
-0.86	0.89	3.23	67.05
-0.89	0.80	3.19	59.09
-0.91	0.74	3.17	54.69
-0.92	0.70	3.15	52.12
-0.93	0.56	3.02	50.57
-0.93	0.47	2.93	49.60
-0.93	0.40	2.87	49.00
-0.93	0.36	2.83	48.61
-0.93	0.34	2.81	48.36
-0.79	0.14	2.92	48.20
-0.70	0.00	3.00	48.09
-0.65	-0.08	3.05	48.03
-0.61	-0.14	3.08	47.98
-0.59	-0.18	3.10	47.96
-0.57	-0.20	3.11	47.94
-0.48	-0.25	3.17	47.93
-0.42	-0.28	3.20	47.92
-0.38	-0.31	3.23	47.91
-0.36	-0.32	3.24	47.91
-0.34	-0.33	3.25	47.91
-0.35	-0.29	3.16	47.91
-0.36	-0.26	3.11	47.90
-0.36	-0.24	3.07	47.90
-0.36	-0.23	3.05	47.90
-0.37	-0.22	3.03	47.90
-0.41	-0.16	2.85	47.90
-0.45	-0.11	2.73	47.90
-0.47	-0.08	2.65	47.90
-0.48	-0.07	2.60	47.90
-0.49	-0.05	2.57	47.90
-0.49	-0.05	2.54	47.90
-0.47	-0.09	2.56	36.28
-0.46	-0.12	2.57	30.95
-0.45	-0.14	2.57	28.15
-0.45	-0.16	2.57	26.55
-0.45	-0.16	2.58	25.59
-0.41	-0.27	2.67	25.00
-0.39	-0.34	2.73	24.63
-0.37	-0.39	2.77	24.39
-0.36	-0.42	2.79	24.24
-0.35	-0.44	2.81	24.15
-0.37	-0.46	2.79	24.08
-0.37	-0.48	2.78	24.04
-0.38	-0.49	2.77	24.02
-0.38	-0.49	2.77	24.00
-0.38	-0.50	2.76	23.99
-0.37	-0.44	2.53	23.98
-0.36	-0.40	2.37	23.97
-0.36	-0.38	2.28	23.97
-0.35	-0.36	2.21	23.97
-0.35	-0.35	2.17	23.97
-0.35	-0.34	2.14	23.97
-0.33	-0.32	2.09	23.97
-0.31	-0.30	2.05	23.97
-0.30	-0.29	2.03	23.97
-0.29	-0.28	2.02	23.97
-0.29	-0.28	2.01	23.97
-0.28	-0.34	2.12	23.97
-0.27	-0.38	2.19	23.97
-0.27	-0.41	2.24	23.97
-0.26	-0.43	2.27	23.97
-0.26	-0.44	2.29	23.97
-0.28	-0.50	2.20	19.85
-0.29	-0.54	2.15	17.64
-0.30	-0.57	2.12	16.36
-0.31	-0.59	2.10	15.59
-0.31	-0.60	2.08	15.11
-0.31	-0.60	2.07	14.81
-0.35	-0.62	1.86	14.61
-0.37	-0.63	1.73	14.49
-0.39	-0.64	1.64	14.41
-0.40	-0.64	1.58	14.36
-0.40	-0.65	1.55	14.32
-0.39	-0.63	1.38	14.30
-0.39	-0.62	1.28	14.29
-0.38	-0.62	1.21	14.28
-0.38	-0.61	1.17	14.27
-0.38	-0.61	1.14	14.27
-0.37	-0.61	1.06	14.27
-0.37	-0.62	1.02	14.26
-0.37	-0.62	0.98	14.26
-0.37	-0.62	0.96	14.26
-0.37	-0.62	0.95	14.26
-0.38	-0.63	0.86	14.26
-0.40	-0.63	0.80	14.26
-0.40	-0.63	0.77	14.26
-0.41	-0.63	0.74	14.26
-0.41	-0.63	0.73	14.26
-0.41	-0.63	0.72	14.26
-0.41	-0.55	0.56	14.26
-0.41	-0.50	0.45	14.26
-0.41	-0.47	0.38	14.26
-0.41	-0.45	0.34	14.26
-0.41	-0.43	0.31	14.26
-0.39	-0.37	0.25	13.10
-0.38	-0.33	0.21	12.38
-0.37	-0.30	0.18	11.93
-0.36	-0.28	0.16	11.64
-0.36	-0.27	0.15	11.45
-0.31	-0.21	0.11	11.33
-0.27	-0.17	0.08	11.25
-0.25	-0.14	0.07	11.20
-0.23	-0.13	0.06	11.17
-0.22	-0.12	0.05	11.15
-0.22	-0.11	0.05	11.14
-0.20	-0.07	0.03	11.13
-0.18	-0.04	0.03	11.12
-0.17	-0.03	0.02	11.12
-0.17	-0.01	0.02	11.11
-0.16	-0.01	0.02	11.11
-0.14	0.02	0.03	11.11
-0.13	0.03	0.03	11.11
-0.12	0.04	0.04	11.11
-0.11	0.05	0.04	11.11
-0.11	0.06	0.04	11.11
-0.09	0.07	0.03	11.11
-0.08	0.08	0.03	11.11
-0.07	0.09	0.02	11.11
-0.06	0.09	0.02	11.11
-0.06	0.10	0.02	11.11
-0.06	0.10	0.02	11.11
-0.06	0.12	0.03	11.11
-0.07	0.14	0.03	11.11
-0.07	0.15	0.04	11.11
-0.07	0.15	0.04	11.11
-0.07	0.16	0.04	11.11
-0.10	0.19	0.08	11.11
-0.12	0.21	0.10	11.11
-0.13	0.22	0.12	11.11
-0.14	0.23	0.13	11.11
-0.14	0.23	0.13	11.11
-0.15	0.20	0.25	10.89
-0.16	0.18	0.33	10.76
-0.17	0.17	0.38	10.67
-0.17	0.16	0.41	10.61
-0.17	0.16	0.43	10.57
-0.14	0.15	0.40	10.55
-0.13	0.14	0.38	10.53
-0.12	0.14	0.37	10.52
-0.11	0.14	0.36	10.52
-0.10	0.14	0.36	10.51
-0.10	0.14	0.36	10.51
-0.06	0.13	0.30	10.51
-0.04	0.13	0.26	10.51
-0.02	0.13	0.23	10.51
-0.01	0.13	0.22	10.51
-0.01	0.13	0.20	10.51
0.01	0.13	0.15	10.51
0.02	0.12	0.12	10.51
0.03	0.12	0.10	10.51
0.03	0.12	0.08	10.51
0.03	0.12	0.07	10.51
0.03	0.13	0.02	10.51
0.03	0.14	-0.01	10.51
0.02	0.14	-0.03	10.51
0.02	0.15	-0.05	10.51
0.02	0.15	-0.06	10.51
0.02	0.15	-0.06	10.51
0.03	0.19	-0.25	10.51
0.03	0.21	-0.38	10.51
0.03	0.23	-0.46	10.51
0.03	0.24	-0.51	10.51
0.03	0.25	-0.55	10.51
-0.01	0.31	-0.87	10.80
-0.03	0.35	-1.07	11.00
-0.05	0.37	-1.21	11.13
-0.06	0.39	-1.29	11.21
-0.07	0.40	-1.35	11.26
-0.11	0.43	-1.65	11.30
-0.14	0.46	-1.84	11.32
-0.16	0.47	-1.97	11.34
-0.17	0.48	-2.05	11.35
-0.18	0.49	-2.11	11.35
-0.19	0.49	-2.14	11.36
-0.25	0.49	-2.39	11.36
-0.29	0.50	-2.54	11.36
-0.32	0.50	-2.65	11.36
-0.33	0.50	-2.72	11.36
-0.34	0.50	-2.76	11.37
-0.39	0.50	-2.97	11.37
-0.42	0.50	-3.10	11.37
-0.44	0.50	-3.19	11.37
-0.45	0.49	-3.24	11.37
-0.46	0.49	-3.28	11.37
-0.46	0.47	-3.50	11.37
-0.46	0.46	-3.65	11.37
-0.47	0.45	-3.74	11.37
-0.47	0.45	-3.80	11.37
-0.47	0.44	-3.84	11.37
-0.47	0.44	-3.87	11.37
-0.46	0.47	-4.04	11.37
-0.46	0.49	-4.15	11.37
-0.46	0.50	-4.22	11.37
-0.46	0.51	-4.27	11.37
-0.46	0.51	-4.30	11.37
-0.48	0.58	-4.32	14.15
-0.49	0.62	-4.33	16.46
-0.50	0.65	-4.34	18.25
-0.50	0.67	-4.35	19.56
-0.51	0.68	-4.35	20.48
-0.49	0.66	-4.33	21.11
-0.48	0.65	-4.32	21.54
-0.48	0.64	-4.31	21.83
-0.47	0.64	-4.31	22.01
-0.47	0.63	-4.31	22.14
-0.45	0.47	-4.28	22.22
-0.44	0.36	-4.25	22.27
-0.44	0.29	-4.24	22.30
-0.43	0.24	-4.23	22.33
-0.43	0.21	-4.23	22.34
-0.43	0.19	-4.22	22.35
-0.39	0.15	-4.27	22.36
-0.36	0.13	-4.30	22.36
-0.35	0.11	-4.32	22.36
-0.34	0.10	-4.33	22.37
-0.33	0.09	-4.34	22.37
-0.40	0.21	-4.35	22.37
-0.45	0.29	-4.35	22.37
-0.49	0.33	-4.35	22.37
-0.51	0.37	-4.35	22.37
-0.52	0.39	-4.35	22.37
-0.66	0.60	-4.35	22.37
-0.75	0.73	-4.35	22.37
-0.81	0.82	-4.35	22.37
-0.85	0.88	-4.35	22.37
-0.87	0.91	-4.35	22.37
-0.89	0.94	-4.36	22.37
-0.94	1.08	-4.36	22.37
-0.97	1.17	-4.36	22.37
-0.99	1.23	-4.36	22.37
-1.01	1.27	-4.36	22.37
-1.02	1.30	-4.36	22.37
-0.99	1.40	-4.36	29.52
-0.97	1.46	-4.36	37.50
-0.95	1.51	-4.36	45.35
-0.94	1.54	-4.36	52.17
-0.94	1.55	-4.36	57.54
-0.87	1.76	-4.36	61.46
-0.82	1.89	-4.36	64.21
-0.79	1.98	-4.36	66.08
-0.77	2.03	-4.36	67.33
-0.75	2.07	-4.36	68.16
-0.66	1.86	-4.36	68.70
-0.60	1.72	-4.36	69.06
-0.56	1.63	-4.36	69.29
-0.53	1.58	-4.36	69.44
-0.51	1.54	-4.36	69.54
-0.50	1.51	-4.36	69.60
-0.30	1.02	-4.09	69.64
-0.17	0.69	-3.91	69.67
-0.09	0.48	-3.80	69.69
-0.03	0.34	-3.72	69.70
0.00	0.26	-3.68	69.71
0.15	0.15	-3.81	69.71
0.24	0.08	-3.90	69.72
0.30	0.04	-3.96	69.72
0.34	0.01	-3.99	69.72
0.37	-0.01	-4.02	69.72
0.36	0.07	-4.14	69.72
0.36	0.12	-4.21	69.72
0.36	0.15	-4.26	69.72
0.36	0.17	-4.29	69.72
0.36	0.18	-4.32	69.72
0.36	0.19	-4.33	69.72
0.24	0.39	-4.34	115.28
0.16	0.51	-4.34	144.26
0.11	0.60	-4.35	156.52
0.07	0.65	-4.35	162.30
0.05	0.68	-4.35	165.37
0.12	0.63	-4.24	167.12
0.17	0.59	-4.16	168.18
0.20	0.57	-4.11	168.83
0.21	0.56	-4.08	169.24
0.23	0.55	-4.06	169.50
0.33	0.43	-3.42	169.67
0.40	0.35	-3.01	169.78
0.45	0.30	-2.74	169.85
0.48	0.26	-2.56	169.89
0.50	0.24	-2.45	169.92
0.44	0.23	-2.41	169.94
0.41	0.22	-2.39	169.95
0.38	0.22	-2.38	169.96
0.37	0.21	-2.37	169.97
0.36	0.21	-2.36	169.97
0.40	0.16	-2.67	169.97
0.43	0.13	-2.86	169.97
0.45	0.11	-2.99	169.97
0.46	0.10	-3.08	169.98
0.47	0.09	-3.13	169.98
0.38	0.12	-3.56	169.98
0.32	0.14	-3.84	169.98
0.29	0.15	-4.02	169.98
0.26	0.15	-4.14	169.98
0.25	0.16	-4.21	169.98
0.24	0.16	-4.26	169.98
0.14	0.24	-4.30	176.69
0.07	0.29	-4.32	-179.40
0.03	0.32	-4.33	-177.04
0.01	0.34	-4.34	-175.59
-0.01	0.36	-4.34	-174.67
0.07	0.28	-3.93	-174.09
0.12	0.23	-3.66	-173.71
0.15	0.19	-3.49	-173.47
0.17	0.17	-3.38	-173.32
0.19	0.16	-3.30	-173.22
0.23	0.04	-2.94	-173.15
0.26	-0.04	-2.70	-173.11
0.28	-0.08	-2.54	-173.08
0.29	-0.12	-2.44	-173.06
0.30	-0.14	-2.38	-173.05
0.24	-0.12	-2.41	-173.04
0.20	-0.11	-2.44	-173.04
0.17	-0.10	-2.46	-173.04
0.15	-0.10	-2.47	-173.03
0.14	-0.09	-2.47	-173.03
0.02	0.07	-2.69	-173.03
-0.06	0.18	-2.84	-173.03
-0.12	0.25	-2.93	-173.03
-0.15	0.29	-2.99	-173.03
-0.17	0.32	-3.03	-173.03
-0.19	0.34	-3.06	-173.03
-0.22	0.41	-3.12	-173.03
-0.24	0.45	-3.16	-173.03
-0.25	0.48	-3.19	-173.03
-0.26	0.50	-3.20	-173.03
-0.27	0.51	-3.22	-173.03
-0.29	0.50	-3.18	-169.24
-0.30	0.49	-3.15	-166.74
-0.31	0.49	-3.14	-165.10
-0.32	0.48	-3.13	-164.04
-0.32	0.48	-3.12	-163.34
-0.31	0.42	-2.94	-162.89
-0.29	0.38	-2.83	-162.59
-0.29	0.35	-2.75	-162.40
-0.28	0.33	-2.70	-162.28
-0.28	0.32	-2.67	-162.20
-0.26	0.23	-2.44	-162.15
-0.25	0.17	-2.30	-162.11
-0.24	0.13	-2.20	-162.09
-0.23	0.11	-2.14	-162.07
-0.23	0.09	-2.10	-162.07
-0.27	0.03	-2.10	-162.06
-0.30	-0.01	-2.10	-162.06
-0.32	-0.04	-2.10	-162.05
-0.33	-0.05	-2.10	-162.05
-0.34	-0.06	-2.10	-162.05
-0.34	-0.07	-2.10	-162.05
-0.36	-0.06	-2.24	-162.05
-0.37	-0.05	-2.33	-162.05
-0.38	-0.05	-2.39	-162.05
-0.38	-0.04	-2.42	-162.05
-0.39	-0.04	-2.45	-162.05
-0.36	-0.01	-2.53	-162.05
-0.35	0.01	-2.58	-162.05
-0.33	0.02	-2.62	-162.05
-0.33	0.03	-2.64	-162.05
-0.32	0.03	-2.65	-162.05
-0.33	0.07	-2.60	-162.05
-0.33	0.09	-2.56	-162.05
-0.33	0.11	-2.54	-162.05
-0.34	0.12	-2.53	-162.05
-0.34	0.12	-2.52	-162.05
-0.34	0.14	-2.35	-155.38
-0.35	0.15	-2.24	-150.36
-0.35	0.16	-2.16	-146.80
-0.35	0.16	-2.12	-144.36
-0.35	0.16	-2.09	-142.72
-0.30	0.12	-1.81	-141.64
-0.27	0.10	-1.62	-140.92
-0.25	0.08	-1.51	-140.45
-0.23	0.07	-1.43	-140.15
-0.22	0.06	-1.38	-139.95
-0.22	0.06	-1.35	-139.82
-0.16	0.01	-1.11	-139.74
-0.12	-0.02	-0.96	-139.68
-0.10	-0.04	-0.86	-139.64
-0.09	-0.06	-0.79	-139.62
-0.07	-0.06	-0.75	-139.61
0.01	-0.11	-0.54	-139.60
0.07	-0.13	-0.40	-139.59
0.10	-0.15	-0.32	-139.59
0.13	-0.16	-0.26	-139.58
0.14	-0.17	-0.22	-139.58
0.18	-0.22	-0.17	-139.58
0.21	-0.25	-0.14	-139.58
0.22	-0.28	-0.11	-139.58
0.23	-0.29	-0.10	-139.58
0.24	-0.30	-0.09	-139.58
0.15	-0.28	-0.17	-139.58
0.09	-0.27	-0.23	-139.58
0.05	-0.26	-0.26	-139.58
0.03	-0.26	-0.28	-139.58
0.01	-0.26	-0.30	-139.58
-0.03	-0.21	-0.32	-136.31
-0.06	-0.18	-0.33	-134.10
-0.08	-0.16	-0.33	-132.64
-0.09	-0.15	-0.34	-131.67
-0.10	-0.14	-0.34	-131.04
-0.10	-0.14	-0.34	-130.63
-0.05	-0.09	-0.26	-130.36
-0.02	-0.06	-0.21	-130.19
-0.00	-0.03	-0.18	-130.07
0.01	-0.02	-0.16	-130.00
0.02	-0.01	-0.14	-129.95
0.05	-0.05	-0.13	-129.92
0.08	-0.08	-0.13	-129.90
0.09	-0.10	-0.12	-129.88
0.10	-0.11	-0.12	-129.88
0.11	-0.12	-0.12	-129.87
0.13	-0.16	-0.18	-129.87
0.14	-0.18	-0.21	-129.86
0.15	-0.20	-0.24	-129.86
0.15	-0.21	-0.26	-129.86
0.16	-0.22	-0.27	-129.86
0.14	-0.18	-0.28	-129.86
0.12	-0.15	-0.29	-129.86
0.11	-0.13	-0.30	-129.86
0.11	-0.12	-0.30	-129.86
0.10	-0.11	-0.31	-129.86
0.10	-0.06	-0.22	-129.86
0.10	-0.03	-0.16	-129.86
0.10	-0.00	-0.12	-129.86
0.09	0.01	-0.10	-129.86
0.09	0.02	-0.08	-129.86
0.11	0.02	0.02	-129.60
0.13	0.02	0.08	-129.43
0.14	0.02	0.12	-129.31
0.14	0.02	0.15	-129.24
0.15	0.01	0.16	-129.19
0.15	0.01	0.18	-129.15
0.19	0.02	0.29	-129.13
0.22	0.02	0.37	-129.12
0.24	0.02	0.42	-129.11
0.25	0.02	0.45	-129.10
0.26	0.02	0.47	-129.10
0.47	0.05	0.80	-129.10
0.60	0.07	1.02	-129.10
0.69	0.08	1.16	-129.09
0.75	0.09	1.25	-129.09
0.79	0.09	1.31	-129.09
1.07	0.17	1.81	-129.09
1.26	0.22	2.14	-129.09
1.38	0.25	2.35	-129.09
1.46	0.28	2.49	-129.09
1.51	0.29	2.58	-129.09
1.56	0.34	2.81	-129.09
1.59	0.38	2.95	-129.09
1.61	0.40	3.05	-129.09
1.62	0.42	3.11	-129.09
1.63	0.42	3.15	-129.09
1.63	0.43	3.17	-129.09
1.64	0.44	3.52	-129.09
1.64	0.45	3.74	-129.09
1.64	0.45	3.89	-129.09
1.64	0.46	3.99	-129.09
1.64	0.46	4.05	-129.09
1.53	0.51	1.11	-129.09
1.46	0.55	-0.80	-129.09
1.42	0.57	-2.05	-129.09
1.39	0.58	-2.86	-129.09
1.37	0.59	-3.38	-129.09
1.13	0.72	-3.72	-143.77
0.98	0.80	-3.94	-151.96
0.88	0.85	-4.09	-156.64
0.81	0.88	-4.18	-159.42
0.77	0.90	-4.24	-161.12
0.52	0.80	-4.28	-162.18
0.36	0.73	-4.31	-162.85
0.25	0.68	-4.32	-163.28
0.19	0.65	-4.34	-163.55
0.14	0.63	-4.34	-163.73
-0.15	0.37	-4.35	-163.85
-0.34	0.19	-4.35	-163.92
-0.46	0.08	-4.35	-163.97
-0.54	0.01	-4.35	-164.00
-0.60	-0.04	-4.35	-164.02
-0.63	-0.07	-4.35	-164.04
-0.87	-0.26	-4.35	-164.04
-1.03	-0.38	-4.35	-164.05
-1.14	-0.46	-4.36	-164.05
-1.20	-0.51	-4.36	-164.06
-1.25	-0.54	-4.36	-164.06
-1.45	-0.59	-4.36	-164.06
-1.59	-0.62	-4.36	-164.06
-1.67	-0.63	-4.36	-164.06
-1.73	-0.65	-4.36	-164.06
-1.77	-0.65	-4.36	-164.06
-2.22	-0.54	-4.36	-164.06
-2.52	-0.46	-4.36	-164.06
-2.71	-0.41	-4.36	-164.06
-2.83	-0.38	-4.36	-164.06
-2.91	-0.36	-4.36	-164.06
-2.90	-0.30	-4.36	-172.02
-2.89	-0.26	-4.36	-178.92
-2.88	-0.24	-4.36	175.69
-2.87	-0.22	-4.36	171.75
-2.87	-0.21	-4.36	169.00
-2.42	-0.30	-4.36	167.14
-2.13	-0.35	-4.36	165.89
-1.94	-0.39	-4.36	165.07
-1.82	-0.41	-4.36	164.53
-1.74	-0.43	-4.36	164.17
-1.37	-0.51	-4.36	163.94
-1.13	-0.56	-4.36	163.79
-0.97	-0.59	-4.36	163.69
-0.87	-0.62	-4.36	163.63
-0.80	-0.63	-4.36	163.59
-0.76	-0.64	-4.36	163.56
-0.43	-0.69	-1.40	163.54
-0.21	-0.73	0.53	163.53
-0.07	-0.75	1.78	163.52
0.03	-0.77	2.59	163.52
0.09	-0.78	3.12	163.51
0.31	-0.85	3.20	163.51
0.45	-0.90	3.25	163.51
0.54	-0.93	3.28	163.51
0.60	-0.95	3.31	163.51
0.64	-0.96	3.32	163.51
0.71	-0.98	3.12	163.51
0.75	-0.99	2.98	163.51
0.78	-0.99	2.90	163.51
0.80	-1.00	2.84	163.51
0.81	-1.00	2.80	163.51
0.73	-0.99	2.72	147.27
0.68	-0.99	2.67	130.60
0.65	-0.99	2.63	117.12
0.62	-0.98	2.61	107.80
0.61	-0.98	2.59	101.77
0.41	-0.97	2.59	97.94
0.27	-0.95	2.59	95.50
0.19	-0.95	2.60	93.94
0.13	-0.94	2.60	92.94
0.09	-0.94	2.60	92.30
0.07	-0.94	2.60	91.88
-0.08	-0.96	2.75	91.61
-0.18	-0.98	2.86	91.44
-0.25	-0.99	2.92	91.33
-0.29	-0.99	2.97	91.25
-0.32	-1.00	3.00	91.20
-0.31	-0.89	3.03	91.17
-0.30	-0.82	3.05	91.15
-0.30	-0.78	3.07	91.14
-0.30	-0.75	3.08	91.13
-0.30	-0.73	3.08	91.13
-0.08	-0.68	2.90	91.12
0.06	-0.65	2.79	91.12
0.15	-0.63	2.71	91.12
0.21	-0.61	2.66	91.12
0.25	-0.60	2.63	91.12
0.46	-0.69	2.66	91.12
0.60	-0.74	2.68	91.12
0.69	-0.78	2.70	91.12
0.74	-0.80	2.71	91.12
0.78	-0.81	2.71	91.12
0.80	-0.82	2.72	91.12
0.86	-0.83	2.58	57.91
0.90	-0.83	2.49	45.00
0.93	-0.84	2.43	39.23
0.94	-0.84	2.39	36.24
0.95	-0.84	2.37	34.55
0.99	-0.80	2.34	33.54
1.01	-0.77	2.33	32.92
1.02	-0.75	2.32	32.53
1.03	-0.74	2.31	32.28
1.04	-0.73	2.31	32.12
1.01	-0.68	2.35	32.02
0.99	-0.65	2.37	31.95
0.98	-0.63	2.39	31.91
0.97	-0.62	2.40	31.88
0.96	-0.61	2.40	31.87
0.96	-0.60	2.41	31.85
0.91	-0.60	2.48	31.85
0.88	-0.61	2.53	31.84
0.86	-0.61	2.56	31.84
0.85	-0.61	2.58	31.84
0.84	-0.61	2.60	31.84
0.81	-0.67	2.70	31.83
0.80	-0.70	2.77	31.83
0.79	-0.73	2.81	31.83
0.78	-0.75	2.84	31.83
0.78	-0.76	2.86	31.83
0.83	-0.61	2.51	31.83
0.87	-0.51	2.29	31.83
0.89	-0.45	2.14	31.83
0.90	-0.40	2.05	31.83
0.91	-0.38	1.99	31.83
0.92	-0.36	1.95	31.83
0.82	-0.22	2.06	31.83
0.76	-0.12	2.13	31.83
0.72	-0.06	2.18	31.83
0.69	-0.02	2.21	31.83
0.68	0.00	2.23	31.83
0.70	0.12	2.42	26.61
0.72	0.20	2.55	24.22
0.73	0.25	2.63	22.95
0.74	0.28	2.69	22.22
0.75	0.30	2.72	21.78
0.65	0.31	2.85	21.51
0.59	0.32	2.93	21.33
0.55	0.32	2.99	21.22
0.53	0.32	3.02	21.15
0.51	0.32	3.05	21.11
0.50	0.33	3.06	21.08
0.44	0.20	2.86	21.06
0.40	0.13	2.74	21.05
0.37	0.07	2.65	21.04
0.35	0.04	2.60	21.03
0.34	0.02	2.57	21.03
0.40	-0.12	2.27	21.03
0.44	-0.21	2.07	21.03
0.46	-0.27	1.95	21.03
0.48	-0.30	1.86	21.03
0.49	-0.33	1.81	21.03
1.44	0.25	1.56	21.03
2.06	0.63	1.39	21.02
2.46	0.87	1.28	21.02
2.73	1.03	1.21	21.02
2.90	1.13	1.17	21.02
2.18	0.81	1.70	21.02
1.71	0.60	2.04	21.02
1.41	0.46	2.26	21.02
1.21	0.38	2.41	21.02
1.09	0.32	2.50	21.02
1.00	0.28	2.56	21.02
0.83	0.36	2.29	19.15
0.72	0.41	2.12	18.09
0.65	0.45	2.00	17.46
0.60	0.47	1.93	17.07
0.57	0.48	1.88	16.83
0.36	0.54	1.67	16.67
0.22	0.57	1.53	16.57
0.14	0.59	1.44	16.51
0.08	0.61	1.38	16.47
0.04	0.62	1.35	16.44
-0.01	0.55	1.33	16.42
-0.04	0.51	1.32	16.41
-0.06	0.48	1.32	16.40
-0.08	0.47	1.31	16.40
-0.09	0.46	1.31	16.40
-0.09	0.45	1.31	16.39
-0.03	0.34	1.54	16.39
0.01	0.27	1.68	16.39
0.03	0.22	1.78	16.39
0.05	0.19	1.84	16.39
0.06	0.17	1.88	16.39
0.18	0.06	2.21	16.39
0.26	-0.02	2.42	16.39
0.31	-0.07	2.56	16.39
0.35	-0.10	2.65	16.39
0.37	-0.12	2.71	16.39
0.42	-0.16	2.89	16.39
0.45	-0.18	3.02	16.39
0.47	-0.19	3.10	16.39
0.48	-0.20	3.15	16.39
0.49	-0.21	3.18	16.39
0.49	-0.21	3.20	16.39
0.43	-0.11	3.07	14.33
0.39	-0.04	2.98	13.12
0.36	0.00	2.93	12.38
0.34	0.03	2.89	11.92
0.33	0.05	2.86	11.62
0.33	0.21	2.86	11.44
0.32	0.32	2.86	11.31
0.32	0.39	2.86	11.24
0.32	0.43	2.85	11.19
0.32	0.46	2.85	11.15
0.35	0.52	2.84	11.13
0.37	0.56	2.83	11.12
0.38	0.58	2.82	11.11
0.39	0.60	2.82	11.10
0.39	0.61	2.81	11.10
0.35	0.49	2.68	11.10
0.32	0.41	2.59	11.10
0.30	0.36	2.53	11.10
0.29	0.33	2.49	11.09
0.28	0.30	2.46	11.09
0.28	0.29	2.45	11.09
0.12	0.12	2.36	11.09
0.02	0.01	2.30	11.09
-0.05	-0.06	2.27	11.09
-0.09	-0.11	2.24	11.09
-0.12	-0.14	2.23	11.09
-0.31	-0.22	2.17	11.09
-0.43	-0.27	2.14	11.09
-0.52	-0.30	2.12	11.09
-0.57	-0.32	2.11	11.09
-0.60	-0.33	2.10	11.09
-0.59	-0.30	1.88	8.96
-0.59	-0.28	1.73	7.72
-0.58	-0.26	1.64	6.97
-0.58	-0.25	1.58	6.50
-0.58	-0.25	1.54	6.20
-0.58	-0.24	1.51	6.01
-0.52	-0.17	1.45	5.89
-0.48	-0.13	1.41	5.81
-0.45	-0.10	1.38	5.76
-0.44	-0.08	1.36	5.73
-0.42	-0.06	1.35	5.71
-0.38	-0.05	1.33	5.69
-0.36	-0.03	1.32	5.69
-0.34	-0.02	1.31	5.68
-0.33	-0.02	1.30	5.68
-0.32	-0.02	1.30	5.67
-0.29	-0.01	1.18	5.67
-0.27	-0.01	1.11	5.67
-0.26	-0.01	1.06	5.67
-0.25	-0.00	1.03	5.67
-0.24	-0.00	1.01	5.67
-0.24	-0.00	0.99	5.67
-0.23	0.02	0.93	5.67
-0.22	0.03	0.89	5.67
-0.21	0.04	0.86	5.67
-0.21	0.05	0.84	5.67
-0.21	0.05	0.83	5.67
-0.21	0.06	0.81	5.67
-0.21	0.06	0.79	5.67
-0.21	0.06	0.78	5.67
-0.21	0.06	0.77	5.67
-0.21	0.06	0.77	5.67
-0.23	0.04	0.73	5.67
-0.23	0.03	0.71	5.67
-0.24	0.03	0.70	5.67
-0.24	0.02	0.69	5.67
-0.24	0.02	0.68	5.67
-0.25	0.02	0.68	5.67
-0.24	0.01	0.63	5.20
-0.24	0.01	0.60	4.90
-0.24	0.01	0.58	4.70
-0.24	0.01	0.56	4.57
-0.24	0.01	0.56	4.49
-0.20	0.02	0.49	4.43
-0.18	0.02	0.44	4.40
-0.16	0.03	0.41	4.38
-0.15	0.03	0.39	4.36
-0.14	0.03	0.38	4.35
-0.14	0.04	0.37	4.35
-0.11	0.04	0.33	4.34
-0.09	0.04	0.30	4.34
-0.08	0.04	0.28	4.34
-0.07	0.04	0.27	4.34
-0.06	0.04	0.26	4.34
-0.03	0.05	0.20	4.34
-0.01	0.06	0.16	4.34
0.01	0.06	0.14	4.34
0.02	0.06	0.12	4.34
0.02	0.06	0.11	4.34
0.03	0.06	0.10	4.34
0.06	0.08	0.08	4.34
0.08	0.09	0.06	4.34
0.10	0.09	0.05	4.34
0.11	0.09	0.04	4.33
0.11	0.10	0.04	4.33
0.13	0.10	0.02	4.33
0.13	0.10	0.00	4.33
0.14	0.10	-0.01	4.33
0.14	0.10	-0.01	4.33
0.14	0.10	-0.02	4.33
0.13	0.08	-0.07	3.85
0.11	0.07	-0.11	3.53
0.11	0.07	-0.14	3.32
0.10	0.06	-0.15	3.19
0.10	0.06	-0.16	3.10
0.10	0.06	-0.17	3.05
0.11	0.05	-0.38	3.01
0.12	0.05	-0.52	2.99
0.13	0.05	-0.61	2.97
0.13	0.05	-0.67	2.96
0.13	0.05	-0.70	2.96
0.15	0.07	-0.89	2.95
0.16	0.08	-1.01	2.95
0.16	0.09	-1.08	2.95
0.17	0.09	-1.13	2.95
0.17	0.10	-1.17	2.95
0.17	0.10	-1.19	2.94
0.18	0.12	-1.43	2.94
0.18	0.14	-1.59	2.94
0.19	0.15	-1.70	2.94
0.19	0.16	-1.77	2.94
0.19	0.16	-1.81	2.94
0.17	0.14	-2.06	2.94
0.16	0.12	-2.22	2.94
0.15	0.11	-2.33	2.94
0.14	0.10	-2.40	2.94
0.14	0.10	-2.44	2.94
