p	q	r	Mag Yaw
0.01	-0.92	-0.04	40.14
-0.02	-0.90	-0.06	40.11
-0.05	-0.89	-0.07	40.09
-0.07	-0.88	-0.08	40.07
-0.08	-0.87	-0.09	40.06
-0.05	-1.01	-0.15	40.06
-0.04	-1.09	-0.19	40.05
-0.03	-1.15	-0.22	40.05
-0.02	-1.19	-0.24	40.05
-0.02	-1.21	-0.25	40.05
0.06	-1.19	-0.24	40.05
0.10	-1.18	-0.23	40.05
0.13	-1.17	-0.22	40.04
0.15	-1.17	-0.22	40.04
0.17	-1.16	-0.21	40.04
0.16	-1.14	-0.15	40.04
0.16	-1.12	-0.11	40.04
0.16	-1.11	-0.08	40.04
0.16	-1.11	-0.06	40.04
0.16	-1.10	-0.05	40.04
0.17	-1.04	-0.06	40.04
0.17	-1.01	-0.07	40.04
0.18	-0.98	-0.08	40.04
0.18	-0.97	-0.08	40.04
0.18	-0.96	-0.08	40.04
0.18	-0.95	-0.08	40.04
0.22	-0.88	-0.12	39.34
0.25	-0.84	-0.14	38.93
0.26	-0.81	-0.15	38.68
0.27	-0.79	-0.16	38.52
0.28	-0.77	-0.16	38.42
0.29	-0.81	-0.17	38.35
0.29	-0.83	-0.18	38.31
0.30	-0.85	-0.18	38.29
0.30	-0.86	-0.19	38.27
0.30	-0.87	-0.19	38.26
0.26	-0.82	-0.17	38.25
0.24	-0.80	-0.16	38.25
0.22	-0.78	-0.15	38.24
0.21	-0.77	-0.15	38.24
0.20	-0.76	-0.14	38.24
0.20	-0.75	-0.14	38.24
0.07	-0.74	-0.06	38.24
-0.01	-0.73	-0.01	38.24
-0.06	-0.72	0.02	38.24
-0.10	-0.72	0.05	38.24
-0.12	-0.72	0.06	38.24
-0.18	-0.69	0.11	38.24
-0.22	-0.67	0.15	38.24
-0.24	-0.66	0.17	38.24
-0.26	-0.65	0.19	38.24
-0.27	-0.64	0.20	38.24
-0.26	-0.63	0.24	38.24
-0.25	-0.63	0.26	38.24
-0.25	-0.62	0.28	38.24
-0.25	-0.62	0.29	38.24
-0.25	-0.62	0.30	38.24
-0.25	-0.62	0.30	38.24
-0.28	-0.60	0.29	38.24
-0.30	-0.59	0.29	38.24
-0.31	-0.59	0.28	38.24
-0.32	-0.58	0.28	38.24
-0.33	-0.58	0.28	38.24
-0.23	-0.43	0.26	38.24
-0.16	-0.34	0.25	38.24
-0.12	-0.27	0.24	38.24
-0.10	-0.23	0.24	38.24
-0.08	-0.21	0.24	38.24
-0.08	-0.11	0.16	38.24
-0.08	-0.05	0.12	38.24
-0.08	-0.01	0.09	38.24
-0.08	0.01	0.07	38.24
-0.08	0.03	0.06	38.24
-0.08	0.04	0.05	38.24
0.01	0.06	0.08	38.24
0.06	0.08	0.09	38.24
0.10	0.09	0.11	38.24
0.12	0.09	0.11	38.24
0.14	0.10	0.12	38.24
0.13	0.00	0.12	38.24
0.13	-0.05	0.12	38.24
0.13	-0.09	0.12	38.24
0.12	-0.12	0.12	38.24
0.12	-0.13	0.12	38.24
0.00	-0.21	0.02	38.24
-0.08	-0.26	-0.04	38.24
-0.13	-0.29	-0.08	38.24
-0.16	-0.31	-0.11	38.24
-0.18	-0.33	-0.13	38.24
-0.20	-0.34	-0.14	38.24
-0.11	-0.33	-0.14	37.06
-0.05	-0.32	-0.14	36.33
-0.01	-0.32	-0.14	35.86
0.02	-0.32	-0.14	35.57
0.03	-0.32	-0.14	35.38
0.08	-0.28	-0.12	35.25
0.11	-0.25	-0.11	35.17
0.12	-0.23	-0.11	35.12
0.14	-0.22	-0.10	35.09
0.14	-0.21	-0.10	35.07
0.14	-0.25	-0.08	35.05
0.13	-0.27	-0.07	35.04
0.13	-0.29	-0.06	35.04
0.13	-0.30	-0.05	35.04
0.13	-0.30	-0.05	35.03
0.13	-0.31	-0.05	35.03
0.11	-0.37	-0.05	35.03
0.10	-0.40	-0.05	35.03
0.09	-0.43	-0.05	35.03
0.09	-0.44	-0.05	35.03
0.09	-0.46	-0.05	35.03
0.11	-0.44	-0.12	35.03
0.12	-0.42	-0.17	35.03
0.12	-0.42	-0.20	35.03
0.13	-0.41	-0.22	35.03
0.13	-0.41	-0.24	35.03
0.13	-0.41	-0.31	35.03
0.12	-0.41	-0.35	35.03
0.12	-0.41	-0.38	35.03
0.12	-0.41	-0.40	35.03
0.12	-0.41	-0.41	35.03
0.12	-0.41	-0.42	35.03
0.08	-0.44	-0.43	35.03
0.05	-0.45	-0.44	35.03
0.04	-0.47	-0.44	35.03
0.03	-0.47	-0.44	35.03
0.02	-0.48	-0.45	35.03
0.00	-0.47	-0.39	35.81
-0.01	-0.46	-0.36	36.33
-0.02	-0.45	-0.34	36.67
-0.02	-0.45	-0.32	36.89
-0.03	-0.45	-0.31	37.04
-0.05	-0.42	-0.32	37.13
-0.06	-0.40	-0.33	37.20
-0.07	-0.38	-0.34	37.24
-0.07	-0.38	-0.34	37.26
-0.08	-0.37	-0.34	37.28
-0.08	-0.37	-0.34	37.29
-0.13	-0.40	-0.33	37.30
-0.16	-0.41	-0.33	37.30
-0.17	-0.43	-0.33	37.30
-0.19	-0.43	-0.33	37.31
-0.20	-0.44	-0.32	37.31
-0.25	-0.43	-0.23	37.31
-0.28	-0.42	-0.17	37.31
-0.31	-0.42	-0.12	37.31
-0.32	-0.42	-0.10	37.31
-0.33	-0.42	-0.08	37.31
-0.37	-0.41	-0.00	37.31
-0.40	-0.40	0.05	37.31
-0.41	-0.39	0.08	37.31
-0.42	-0.39	0.10	37.31
-0.43	-0.39	0.12	37.31
-0.43	-0.33	0.10	37.31
-0.43	-0.30	0.10	37.31
-0.43	-0.27	0.09	37.31
-0.43	-0.26	0.09	37.31
-0.43	-0.25	0.09	37.31
-0.43	-0.24	0.09	37.31
-0.40	-0.11	0.12	36.31
-0.38	-0.03	0.14	35.67
-0.37	0.03	0.15	35.25
-0.36	0.06	0.16	34.98
-0.36	0.08	0.16	34.80
-0.30	0.29	0.17	34.69
-0.26	0.43	0.17	34.61
-0.23	0.52	0.17	34.56
-0.22	0.58	0.17	34.53
-0.21	0.62	0.17	34.51
-0.07	1.49	0.33	34.50
0.01	2.05	0.44	34.49
0.07	2.42	0.51	34.48
0.11	2.66	0.56	34.48
0.13	2.81	0.59	34.48
0.14	2.91	0.61	34.48
0.12	2.62	0.47	34.48
0.10	2.42	0.38	34.47
0.09	2.30	0.33	34.47
0.08	2.22	0.29	34.47
0.08	2.16	0.27	34.47
0.05	1.79	0.21	34.47
0.03	1.55	0.17	34.47
0.01	1.40	0.15	34.47
0.01	1.29	0.13	34.47
-0.00	1.23	0.12	34.47
-0.14	1.42	0.16	34.47
-0.23	1.55	0.18	34.47
-0.28	1.63	0.20	34.47
-0.32	1.69	0.21	34.47
-0.35	1.72	0.21	34.47
-0.36	1.74	0.22	34.47
-0.36	1.61	0.23	34.87
-0.35	1.52	0.23	35.14
-0.35	1.46	0.24	35.31
-0.35	1.42	0.24	35.43
-0.35	1.39	0.24	35.50
-0.33	1.18	0.22	35.55
-0.31	1.05	0.20	35.58
-0.30	0.96	0.19	35.61
-0.30	0.90	0.19	35.62
-0.29	0.86	0.18	35.63
-0.38	0.69	-0.04	35.63
-0.43	0.58	-0.18	35.64
-0.46	0.51	-0.28	35.64
-0.49	0.46	-0.34	35.64
-0.50	0.43	-0.38	35.64
-0.51	0.41	-0.41	35.64
-0.31	0.12	-0.47	35.64
-0.17	-0.07	-0.51	35.64
-0.09	-0.19	-0.54	35.64
-0.03	-0.27	-0.55	35.64
0.01	-0.32	-0.57	35.64
0.09	-0.19	-0.41	35.64
0.14	-0.10	-0.31	35.64
0.17	-0.05	-0.25	35.64
0.19	-0.01	-0.20	35.64
0.21	0.01	-0.18	35.64
0.13	0.18	-0.09	35.64
0.08	0.29	-0.04	35.64
0.05	0.36	-0.01	35.64
0.02	0.40	0.02	35.64
0.01	0.43	0.03	35.64
0.00	0.45	0.04	35.64
-0.10	0.62	0.05	35.64
-0.17	0.73	0.05	35.64
-0.21	0.80	0.05	35.64
-0.24	0.84	0.05	35.64
-0.26	0.87	0.06	35.64
-0.29	1.05	0.06	36.55
-0.31	1.17	0.06	37.18
-0.32	1.25	0.06	37.61
-0.33	1.30	0.06	37.89
-0.33	1.33	0.06	38.08
-0.30	1.32	0.06	38.21
-0.27	1.32	0.06	38.29
-0.26	1.31	0.06	38.35
-0.25	1.31	0.06	38.38
-0.24	1.31	0.06	38.40
-0.24	1.31	0.06	38.42
-0.25	1.31	-0.00	38.43
-0.26	1.30	-0.04	38.43
-0.26	1.30	-0.07	38.44
-0.27	1.30	-0.09	38.44
-0.27	1.30	-0.10	38.44
-0.30	1.18	-0.15	38.44
-0.32	1.10	-0.19	38.44
-0.33	1.05	-0.22	38.44
-0.34	1.02	-0.23	38.45
-0.35	1.00	-0.24	38.45
-0.32	0.85	-0.23	38.45
-0.30	0.76	-0.22	38.45
-0.29	0.69	-0.22	38.45
-0.28	0.65	-0.22	38.45
-0.27	0.63	-0.21	38.45
-0.27	0.61	-0.21	38.45
-0.23	0.51	-0.16	38.45
-0.21	0.45	-0.13	38.45
-0.20	0.41	-0.11	38.45
-0.19	0.38	-0.10	38.45
-0.18	0.37	-0.09	38.45
-0.19	0.35	-0.05	40.29
-0.20	0.34	-0.02	41.54
-0.20	0.34	-0.01	42.37
-0.21	0.33	0.00	42.92
-0.21	0.33	0.01	43.28
-0.27	0.40	0.01	43.52
-0.32	0.44	0.01	43.67
-0.34	0.47	0.01	43.77
-0.36	0.48	0.01	43.84
-0.37	0.50	0.02	43.88
-0.38	0.50	0.02	43.91
-0.46	0.58	0.02	43.93
-0.51	0.63	0.03	43.94
-0.54	0.66	0.03	43.94
-0.57	0.68	0.03	43.95
-0.58	0.70	0.03	43.95
-0.59	0.67	0.09	43.95
-0.60	0.65	0.14	43.96
-0.60	0.64	0.16	43.96
-0.60	0.64	0.18	43.96
-0.61	0.63	0.19	43.96
-0.61	0.63	0.20	43.96
-0.55	0.55	0.28	43.96
-0.51	0.50	0.33	43.96
-0.49	0.47	0.37	43.96
-0.47	0.45	0.39	43.96
-0.46	0.44	0.41	43.96
-0.39	0.37	0.49	43.96
-0.35	0.33	0.55	43.96
-0.32	0.30	0.59	43.96
-0.31	0.29	0.61	43.96
-0.29	0.27	0.63	43.96
-0.30	0.28	0.70	42.95
-0.30	0.28	0.75	42.28
-0.30	0.28	0.79	41.84
-0.30	0.28	0.81	41.56
-0.30	0.28	0.82	41.37
-0.30	0.28	0.83	41.25
-0.35	0.25	0.90	41.17
-0.39	0.23	0.95	41.12
-0.41	0.22	0.98	41.08
-0.43	0.21	1.00	41.06
-0.44	0.20	1.01	41.05
-0.45	0.09	1.10	41.04
-0.45	0.01	1.15	41.03
-0.45	-0.04	1.19	41.03
-0.46	-0.07	1.21	41.02
-0.46	-0.09	1.23	41.02
-0.42	-0.23	1.32	41.02
-0.40	-0.31	1.38	41.02
-0.38	-0.37	1.42	41.02
-0.37	-0.41	1.44	41.02
-0.37	-0.43	1.46	41.02
-0.36	-0.45	1.47	41.02
-0.33	-0.49	1.58	41.02
-0.31	-0.51	1.65	41.02
-0.30	-0.53	1.69	41.02
-0.29	-0.54	1.72	41.02
-0.28	-0.55	1.74	41.02
-0.28	-0.42	1.85	41.02
-0.28	-0.34	1.93	41.02
-0.28	-0.29	1.97	41.02
-0.28	-0.25	2.00	41.02
-0.28	-0.23	2.02	41.02
-0.35	-0.15	2.06	36.67
-0.40	-0.10	2.09	34.17
-0.43	-0.07	2.10	32.67
-0.45	-0.04	2.11	31.75
-0.46	-0.03	2.12	31.17
-0.48	-0.06	2.04	30.80
-0.49	-0.08	1.98	30.56
-0.50	-0.09	1.95	30.41
-0.51	-0.10	1.93	30.31
-0.51	-0.10	1.91	30.24
-0.51	-0.10	1.90	30.20
-0.51	-0.15	1.72	30.18
-0.51	-0.18	1.59	30.16
-0.51	-0.20	1.52	30.15
-0.51	-0.22	1.46	30.14
-0.51	-0.23	1.43	30.14
-0.57	-0.30	1.29	30.13
-0.60	-0.35	1.19	30.13
-0.63	-0.38	1.13	30.13
-0.64	-0.40	1.09	30.13
-0.65	-0.41	1.07	30.13
-0.72	-0.55	1.02	30.13
-0.77	-0.65	0.98	30.13
-0.79	-0.71	0.96	30.13
-0.81	-0.75	0.95	30.13
-0.82	-0.77	0.94	30.13
-0.83	-0.79	0.94	30.13
-0.82	-0.70	0.82	30.13
-0.81	-0.65	0.75	30.13
-0.81	-0.61	0.70	30.13
-0.80	-0.59	0.67	30.13
-0.80	-0.57	0.65	30.13
-0.64	-0.41	0.47	30.13
-0.53	-0.30	0.35	30.13
-0.46	-0.23	0.27	30.13
-0.42	-0.19	0.23	30.13
-0.39	-0.16	0.19	30.13
-0.35	0.01	0.03	25.61
-0.33	0.11	-0.07	23.10
-0.31	0.18	-0.14	21.62
-0.30	0.23	-0.19	20.72
-0.29	0.26	-0.21	20.16
-0.29	0.28	-0.23	19.80
-0.20	0.28	-0.39	19.57
-0.14	0.28	-0.48	19.43
-0.11	0.29	-0.55	19.33
-0.08	0.29	-0.59	19.27
-0.07	0.29	-0.62	19.23
0.13	0.31	-0.72	19.21
0.26	0.33	-0.79	19.19
0.35	0.34	-0.83	19.18
0.41	0.35	-0.86	19.17
0.44	0.35	-0.88	19.17
0.47	0.28	-0.98	19.16
0.49	0.24	-1.04	19.16
0.50	0.21	-1.08	19.16
0.51	0.19	-1.11	19.16
0.51	0.17	-1.13	19.16
0.52	0.17	-1.14	19.16
0.45	0.16	-1.18	19.16
0.41	0.15	-1.21	19.16
0.38	0.14	-1.23	19.16
0.36	0.14	-1.25	19.16
0.35	0.14	-1.26	19.16
0.34	0.20	-1.29	19.16
0.33	0.24	-1.31	19.16
0.33	0.27	-1.32	19.16
0.33	0.29	-1.33	19.16
0.32	0.30	-1.34	19.16
0.30	0.31	-1.47	22.38
0.28	0.32	-1.55	24.82
0.27	0.33	-1.61	26.58
0.26	0.33	-1.64	27.80
0.25	0.33	-1.67	28.64
0.18	0.26	-1.76	29.20
0.14	0.21	-1.83	29.57
0.11	0.18	-1.87	29.81
0.09	0.16	-1.89	29.97
0.07	0.15	-1.91	30.07
0.07	0.14	-1.92	30.14
0.10	0.10	-2.01	30.19
0.12	0.08	-2.06	30.22
0.14	0.06	-2.09	30.23
0.15	0.05	-2.12	30.25
0.15	0.05	-2.13	30.25
0.20	-0.03	-2.31	30.26
0.23	-0.09	-2.43	30.26
0.25	-0.12	-2.51	30.27
0.26	-0.15	-2.56	30.27
0.27	-0.16	-2.59	30.27
0.33	-0.29	-2.78	30.27
0.38	-0.37	-2.90	30.27
0.40	-0.42	-2.97	30.27
0.42	-0.45	-3.02	30.27
0.43	-0.48	-3.06	30.27
0.44	-0.49	-3.08	30.27
0.48	-0.30	-3.16	30.27
0.50	-0.17	-3.21	30.27
0.52	-0.09	-3.25	30.27
0.53	-0.04	-3.27	30.27
0.53	-0.01	-3.28	30.27
0.50	0.44	-3.16	34.68
0.47	0.73	-3.08	38.34
0.45	0.91	-3.03	41.15
0.44	1.03	-3.00	43.19
0.44	1.11	-2.98	44.62
0.43	1.19	-2.76	45.60
0.42	1.24	-2.62	46.26
0.42	1.27	-2.53	46.69
0.42	1.29	-2.47	46.98
0.41	1.30	-2.43	47.17
0.41	1.31	-2.41	47.29
0.41	1.17	-2.20	47.37
0.41	1.08	-2.07	47.42
0.41	1.02	-1.98	47.46
0.41	0.98	-1.93	47.48
0.41	0.96	-1.89	47.49
0.24	0.57	-1.78	47.50
0.13	0.32	-1.71	47.51
0.06	0.16	-1.67	47.51
0.01	0.05	-1.64	47.52
-0.02	-0.02	-1.62	47.52
-0.33	-0.05	-1.59	47.52
-0.53	-0.07	-1.56	47.52
-0.66	-0.08	-1.55	47.52
-0.74	-0.09	-1.54	47.52
-0.80	-0.09	-1.53	47.52
-0.84	-0.10	-1.53	47.52
-0.99	0.14	-1.50	47.52
-1.09	0.30	-1.49	47.52
-1.15	0.40	-1.48	47.52
-1.20	0.47	-1.47	47.52
-1.22	0.51	-1.47	47.52
-1.27	0.58	-1.40	57.34
-1.30	0.63	-1.36	66.21
-1.32	0.65	-1.33	73.29
-1.33	0.67	-1.31	78.48
-1.34	0.69	-1.30	82.09
-1.26	0.61	-1.13	84.53
-1.22	0.56	-1.02	86.15
-1.19	0.53	-0.94	87.22
-1.17	0.51	-0.90	87.92
-1.15	0.50	-0.87	88.38
-1.10	0.39	-0.68	88.68
-1.06	0.32	-0.56	88.87
-1.03	0.27	-0.48	89.00
-1.02	0.25	-0.43	89.08
-1.01	0.23	-0.40	89.13
-1.00	0.21	-0.38	89.17
-1.03	0.30	-0.26	89.19
-1.04	0.36	-0.18	89.21
-1.05	0.40	-0.13	89.21
-1.06	0.42	-0.09	89.22
-1.07	0.44	-0.07	89.22
-1.13	0.59	0.02	89.23
-1.17	0.69	0.08	89.23
-1.20	0.75	0.11	89.23
-1.22	0.79	0.14	89.23
-1.23	0.82	0.15	89.23
-1.22	0.91	0.26	89.23
-1.22	0.97	0.32	89.23
-1.21	1.00	0.37	89.23
-1.21	1.03	0.39	89.23
-1.21	1.04	0.41	89.23
-1.13	1.07	0.52	89.23
-1.08	1.09	0.59	89.23
-1.05	1.10	0.64	89.23
-1.03	1.10	0.67	89.23
-1.01	1.11	0.68	89.23
-1.00	1.11	0.70	89.23
-0.90	1.10	0.85	97.42
-0.83	1.10	0.95	103.34
-0.79	1.09	1.02	107.40
-0.76	1.09	1.06	110.11
-0.74	1.09	1.08	111.90
-0.62	1.15	1.24	113.07
-0.55	1.18	1.34	113.84
-0.50	1.21	1.41	114.34
-0.47	1.22	1.45	114.66
-0.45	1.23	1.48	114.87
-0.43	1.28	1.55	115.01
-0.41	1.31	1.60	115.10
-0.40	1.33	1.63	115.16
-0.40	1.35	1.65	115.19
-0.39	1.35	1.66	115.22
-0.45	1.45	1.67	115.23
-0.49	1.51	1.67	115.24
-0.51	1.55	1.67	115.25
-0.53	1.57	1.68	115.25
-0.54	1.59	1.68	115.26
-0.60	1.72	1.66	115.26
-0.64	1.81	1.66	115.26
-0.67	1.86	1.65	115.26
-0.69	1.90	1.65	115.26
-0.70	1.92	1.65	115.26
-0.71	1.93	1.65	115.26
-0.66	2.00	1.78	115.26
-0.64	2.05	1.87	115.26
-0.62	2.08	1.93	115.26
-0.61	2.10	1.97	115.26
-0.60	2.11	1.99	115.26
-0.51	2.06	2.15	125.24
-0.46	2.02	2.25	131.10
-0.42	2.00	2.32	134.61
-0.40	1.98	2.36	136.76
-0.38	1.97	2.39	138.11
-0.26	1.95	2.44	138.96
-0.19	1.94	2.47	139.51
-0.14	1.93	2.49	139.86
-0.11	1.92	2.51	140.08
-0.08	1.92	2.52	140.23
0.04	1.95	2.46	140.32
0.13	1.97	2.43	140.39
0.18	1.98	2.40	140.43
0.22	1.99	2.39	140.45
0.24	2.00	2.38	140.47
0.25	2.00	2.37	140.48
0.25	2.05	2.24	140.49
0.24	2.09	2.16	140.49
0.24	2.11	2.10	140.49
0.24	2.12	2.07	140.50
0.24	2.13	2.04	140.50
0.17	2.23	1.96	140.50
0.13	2.30	1.90	140.50
0.10	2.34	1.86	140.50
0.08	2.37	1.84	140.50
0.07	2.39	1.82	140.50
0.03	2.44	1.80	140.50
-0.00	2.47	1.79	140.50
-0.02	2.49	1.78	140.50
-0.03	2.50	1.78	140.50
-0.04	2.51	1.77	140.50
-0.09	2.41	1.72	147.67
-0.12	2.35	1.68	150.94
-0.13	2.31	1.66	152.67
-0.15	2.28	1.64	153.67
-0.16	2.27	1.63	154.27
-0.16	2.26	1.62	154.64
-0.17	2.03	1.53	154.87
-0.17	1.89	1.47	155.02
-0.17	1.79	1.42	155.12
-0.17	1.73	1.40	155.18
-0.17	1.69	1.38	155.22
-0.18	1.55	1.28	155.25
-0.18	1.45	1.22	155.26
-0.18	1.39	1.17	155.27
-0.19	1.35	1.15	155.28
-0.19	1.32	1.13	155.28
-0.21	1.21	1.10	155.29
-0.22	1.14	1.09	155.29
-0.23	1.09	1.07	155.29
-0.24	1.06	1.07	155.29
-0.24	1.04	1.06	155.29
-0.30	0.93	1.05	155.29
-0.34	0.86	1.05	155.29
-0.37	0.82	1.05	155.29
-0.39	0.79	1.04	155.29
-0.40	0.77	1.04	155.29
-0.41	0.75	1.04	155.29
-0.44	0.58	1.04	155.29
-0.47	0.48	1.05	155.29
-0.49	0.40	1.05	155.29
-0.50	0.36	1.05	155.29
-0.51	0.33	1.05	155.29
-0.56	0.19	1.00	155.29
-0.60	0.10	0.96	155.29
-0.63	0.05	0.94	155.29
-0.64	0.01	0.93	155.29
-0.65	-0.02	0.92	155.29
-0.68	-0.13	0.84	152.69
-0.70	-0.20	0.79	151.04
-0.72	-0.25	0.76	149.99
-0.73	-0.28	0.73	149.32
-0.73	-0.30	0.72	148.88
-0.70	-0.44	0.66	148.60
-0.68	-0.54	0.62	148.42
-0.67	-0.60	0.60	148.30
-0.66	-0.64	0.58	148.22
-0.66	-0.67	0.57	148.17
-0.65	-0.68	0.56	148.14
-0.61	-0.81	0.55	148.12
-0.57	-0.89	0.53	148.11
-0.55	-0.94	0.53	148.10
-0.54	-0.98	0.52	148.09
-0.53	-1.00	0.52	148.09
-0.47	-1.20	0.53	148.09
-0.43	-1.34	0.54	148.08
-0.40	-1.43	0.54	148.08
-0.38	-1.48	0.54	148.08
-0.37	-1.52	0.55	148.08
-0.42	-1.70	0.58	148.08
-0.45	-1.81	0.60	148.08
-0.47	-1.89	0.61	148.08
-0.48	-1.94	0.62	148.08
-0.49	-1.97	0.62	148.08
-0.54	-2.09	0.63	148.08
-0.58	-2.16	0.64	148.08
-0.60	-2.21	0.64	148.08
-0.62	-2.25	0.64	148.08
-0.63	-2.27	0.64	148.08
-0.49	-2.36	0.58	139.93
-0.40	-2.42	0.53	132.71
-0.34	-2.46	0.51	126.96
-0.30	-2.49	0.49	122.71
-0.28	-2.50	0.48	119.73
-0.26	-2.51	0.47	117.70
-0.12	-2.59	0.37	116.34
-0.03	-2.65	0.30	115.44
0.03	-2.68	0.25	114.84
0.07	-2.70	0.23	114.46
0.09	-2.72	0.21	114.20
0.19	-2.78	0.09	114.04
0.25	-2.82	0.01	113.93
0.29	-2.85	-0.04	113.86
0.32	-2.86	-0.07	113.82
0.34	-2.87	-0.09	113.79
0.41	-2.94	-0.17	113.77
0.46	-2.98	-0.22	113.75
0.49	-3.01	-0.25	113.75
0.51	-3.03	-0.27	113.74
0.53	-3.04	-0.29	113.74
0.61	-2.95	-0.34	113.73
0.66	-2.90	-0.37	113.73
0.69	-2.86	-0.39	113.73
0.72	-2.83	-0.40	113.73
0.73	-2.82	-0.41	113.73
0.74	-2.81	-0.42	113.73
0.81	-2.56	-0.47	113.73
0.85	-2.41	-0.51	113.73
0.88	-2.31	-0.53	113.73
0.90	-2.24	-0.55	113.73
0.91	-2.20	-0.56	113.73
0.98	-2.00	-0.62	78.66
1.02	-1.88	-0.67	58.85
1.05	-1.80	-0.69	49.24
1.07	-1.75	-0.71	44.22
1.08	-1.71	-0.72	41.40
1.15	-1.65	-0.77	39.73
1.20	-1.60	-0.80	38.71
1.23	-1.58	-0.82	38.07
1.25	-1.56	-0.84	37.66
1.26	-1.55	-0.85	37.40
1.29	-1.50	-0.86	37.23
1.31	-1.47	-0.87	37.13
1.32	-1.45	-0.87	37.06
1.33	-1.44	-0.87	37.01
1.33	-1.43	-0.88	36.98
1.34	-1.42	-0.88	36.96
1.33	-1.32	-0.90	36.95
1.32	-1.26	-0.92	36.94
1.32	-1.21	-0.93	36.94
1.32	-1.19	-0.94	36.93
1.32	-1.17	-0.94	36.93
1.40	-0.89	-1.04	36.93
1.45	-0.71	-1.11	36.93
1.49	-0.60	-1.15	36.93
1.51	-0.52	-1.17	36.93
1.53	-0.47	-1.19	36.93
1.60	-0.24	-1.31	36.93
1.66	-0.08	-1.39	36.93
1.69	0.02	-1.44	36.93
1.71	0.09	-1.47	36.93
1.72	0.13	-1.49	36.93
1.73	0.16	-1.50	36.93
1.78	0.31	-1.62	42.16
1.82	0.40	-1.70	45.70
1.84	0.47	-1.75	48.04
1.85	0.51	-1.79	49.59
1.86	0.53	-1.81	50.59
1.87	0.63	-1.93	51.25
1.88	0.70	-2.01	51.68
1.89	0.74	-2.06	51.96
1.89	0.77	-2.09	52.14
1.90	0.79	-2.12	52.26
1.84	0.87	-2.21	52.33
1.80	0.92	-2.27	52.38
1.78	0.96	-2.31	52.41
1.76	0.98	-2.33	52.44
1.75	0.99	-2.35	52.45
1.75	1.00	-2.36	52.46
1.64	0.96	-2.39	52.46
1.57	0.93	-2.40	52.47
1.53	0.91	-2.41	52.47
1.50	0.90	-2.42	52.47
1.48	0.89	-2.43	52.47
1.38	0.72	-2.41	52.47
1.31	0.60	-2.40	52.47
1.27	0.53	-2.40	52.47
1.24	0.48	-2.39	52.47
1.22	0.45	-2.39	52.47
1.16	0.20	-2.41	52.47
1.12	0.04	-2.42	52.47
1.10	-0.07	-2.43	52.47
1.08	-0.14	-2.44	52.47
1.07	-0.18	-2.44	52.47
1.13	-0.31	-2.41	52.47
1.16	-0.39	-2.39	52.47
1.19	-0.44	-2.37	52.47
1.20	-0.47	-2.36	52.47
1.21	-0.49	-2.36	52.47
1.22	-0.51	-2.35	52.47
1.29	-0.50	-2.34	70.32
1.33	-0.50	-2.33	85.38
1.35	-0.50	-2.33	95.91
1.37	-0.49	-2.32	102.70
1.38	-0.49	-2.32	106.98
1.35	-0.45	-2.37	109.69
1.33	-0.41	-2.40	111.41
1.32	-0.39	-2.42	112.50
1.31	-0.38	-2.44	113.21
1.31	-0.37	-2.45	113.67
1.19	-0.27	-2.51	113.96
1.11	-0.21	-2.55	114.15
1.06	-0.16	-2.58	114.28
1.03	-0.14	-2.59	114.36
1.01	-0.12	-2.61	114.41
0.91	-0.14	-2.58	114.44
0.85	-0.15	-2.57	114.47
0.80	-0.16	-2.55	114.48
0.78	-0.16	-2.55	114.49
0.76	-0.17	-2.54	114.50
0.75	-0.17	-2.54	114.50
0.74	-0.26	-2.38	114.50
0.74	-0.31	-2.28	114.50
0.74	-0.35	-2.22	114.50
0.74	-0.38	-2.17	114.51
0.74	-0.39	-2.14	114.51
0.67	-0.43	-2.02	114.51
0.62	-0.45	-1.94	114.51
0.59	-0.46	-1.89	114.51
0.57	-0.47	-1.86	114.51
0.55	-0.48	-1.83	114.51
0.41	-0.48	-1.80	129.44
0.32	-0.47	-1.77	136.67
0.26	-0.47	-1.76	140.51
0.22	-0.47	-1.75	142.72
0.19	-0.47	-1.74	144.04
0.06	-0.48	-1.73	144.85
-0.03	-0.48	-1.72	145.36
-0.08	-0.49	-1.72	145.69
-0.12	-0.49	-1.71	145.90
-0.14	-0.49	-1.71	146.03
-0.22	-0.49	-1.67	146.12
-0.27	-0.49	-1.64	146.18
-0.30	-0.49	-1.62	146.21
-0.32	-0.49	-1.61	146.24
-0.34	-0.49	-1.60	146.25
-0.39	-0.54	-1.55	146.26
-0.43	-0.58	-1.51	146.27
-0.45	-0.60	-1.49	146.27
-0.47	-0.62	-1.48	146.27
-0.48	-0.62	-1.47	146.28
-0.48	-0.63	-1.46	146.28
-0.53	-0.68	-1.40	146.28
-0.55	-0.71	-1.36	146.28
-0.57	-0.73	-1.33	146.28
-0.58	-0.74	-1.31	146.28
-0.59	-0.75	-1.30	146.28
-0.64	-0.73	-1.24	146.28
-0.67	-0.72	-1.21	146.28
-0.69	-0.72	-1.19	146.28
-0.71	-0.71	-1.17	146.28
-0.72	-0.71	-1.16	146.28
-0.75	-0.70	-1.10	150.82
-0.78	-0.70	-1.06	153.75
-0.79	-0.69	-1.03	155.64
-0.80	-0.69	-1.01	156.86
-0.81	-0.69	-1.00	157.65
-0.83	-0.67	-0.89	158.16
